Employee ID,Period_Start,Period_End,Phase_Lifting,Phase_Moving,Phase_Placing,Velocity_avg,Velocity_abs,Fatigue or not
2,244,253,0,1,0,-201.54,201.54,0
1,245,254,0,1,0,-237.966,237.966,0
2,245,254,0,1,0,-212.1567,212.1567,0
1,246,255,0,1,0,-2018.27655,2018.27655,0
2,246,255,0,1,0,1549.7637,1549.7637,0
1,247,256,0,1,0,-2016.381,2016.381,0
2,247,256,0,1,0,1544.7453,1544.7453,0
1,248,257,0,1,0,-2018.79801,2018.79801,0
2,248,257,0,1,0,1538.268,1538.268,0
1,249,258,0,1,0,-2009.8464,2009.8464,0
2,249,258,0,1,0,1507.6779,1507.6779,0
1,250,259,0,1,0,-2044.70817,2044.70817,0
2,250,259,0,1,0,1523.68188,1523.68188,0
1,251,260,0,1,0,-2070.34608,2070.34608,0
2,251,260,0,1,0,1531.82028,1531.82028,0
1,252,261,0,1,0,-2072.74275,2072.74275,0
2,252,261,0,1,0,1543.99578,1543.99578,0
1,253,262,0,1,0,-2072.982,2072.982,0
2,253,262,0,1,0,1541.5968,1541.5968,0
1,254,263,0,1,0,-2074.9884,2074.9884,0
2,254,263,0,1,0,1543.4697,1543.4697,0
1,255,264,0,1,0,-302.01525,302.01525,0
2,255,264,0,1,0,-222.3534,222.3534,0
1,256,265,0,1,0,-316.29225,316.29225,0
2,256,265,0,1,0,-222.0147,222.0147,0
1,257,266,0,1,0,-316.69239,316.69239,0
2,257,266,0,1,0,-219.9768,219.9768,0
1,258,267,0,1,0,1565.148,1565.148,0
2,258,267,0,1,0,-2109.2775,2109.2775,0
1,259,268,0,1,0,1578.11337,1578.11337,0
2,259,268,0,1,0,-2111.5683,2111.5683,0
1,260,269,0,1,0,-284.35881,284.35881,0
2,260,269,0,1,0,-227.7549,227.7549,0
1,261,270,0,1,0,1616.40225,1616.40225,0
2,261,270,0,1,0,-2112.16896,2112.16896,0
1,262,271,0,1,0,1625.5959,1625.5959,0
2,262,271,0,1,0,-2119.01757,2119.01757,0
1,263,272,0,1,0,1625.5845,1625.5845,0
