Employee ID,Frame,Box x,Box y,Box width,Box height,Width-to-height ratio,right_shoulder&right_elbow - RIGHT_ELBOW - right_elbow&right_wrist,right_shoulder&right_elbow - RIGHT_SHOULDER - right_shoulder&left_shoulder,right_shoulder&right_elbow - RIGHT_SHOULDER - right_shoulder&right_hip,left_shoulder&left_elbow - LEFT_ELBOW - left_elbow&left_wrist,left_shoulder&left_elbow - LEFT_SHOULDER - right_shoulder&left_shoulder,left_shoulder&left_elbow - LEFT_SHOULDER - left_shoulder&left_hip,right_hip&right_knee - RIGHT_KNEE - right_knee&right_ankle,right_hip&right_knee - RIGHT_HIP - right_hip&left_hip,right_hip&right_knee - RIGHT_HIP - right_shoulder&right_hip,left_hip&left_knee - LEFT_KNEE - left_knee&left_ankle,left_hip&left_knee - LEFT_HIP - right_hip&left_hip,left_hip&left_knee - LEFT_HIP - left_shoulder&left_hip,right_shoulder&left_shoulder - RIGHT_SHOULDER - right_shoulder&right_hip,right_shoulder&left_shoulder - LEFT_SHOULDER - left_shoulder&left_hip,right_hip&left_hip - RIGHT_HIP - right_shoulder&right_hip,right_hip&left_hip - LEFT_HIP - left_shoulder&left_hip,Fatigue or not
2,37,1340.5,420.5,201.0,301.0,0.6677741,154.3,48.4,65.3,162.2,133.1,73.0,114.7,5.7,69.3,117.4,172.7,64.7,113.7,60.1,63.7,122.6,0
1,38,1121.5,408.5,177.0,183.0,0.9672131,153.8,95.8,64.6,176.8,89.6,75.3,154.2,58.1,70.5,149.1,119.6,67.5,160.3,14.3,12.4,172.9,0
2,38,1340.0,421.5,202.0,303.0,0.6666667,156.2,44.3,65.9,161.3,135.7,71.6,115.1,1.9,69.8,117.9,176.5,65.7,110.3,64.0,67.9,117.8,0
1,39,1120.5,408.0,175.0,182.0,0.96153843,154.2,96.1,65.3,174.8,88.9,75.1,152.4,57.9,69.4,147.6,119.8,66.9,161.4,13.8,11.5,173.3,0
2,39,1340.0,421.5,204.0,305.0,0.66885245,156.6,45.5,65.7,162.1,134.4,71.5,114.8,4.1,70.3,117.7,174.4,66.0,111.2,62.9,66.3,119.7,0
1,40,1120.5,408.0,175.0,182.0,0.96153843,154.5,97.9,61.9,176.1,88.5,73.5,155.8,59.1,72.3,150.5,118.5,69.4,159.7,14.9,13.2,172.1,0
2,40,1339.5,421.0,205.0,306.0,0.66993463,154.7,47.9,64.6,162.7,133.8,72.7,116.7,6.1,71.1,119.2,172.3,66.2,112.5,61.1,64.9,121.4,0
1,41,1338.0,420.5,206.0,305.0,0.67540985,152.8,50.2,64.0,163.7,133.8,74.8,117.5,8.0,71.0,119.5,170.7,65.5,114.2,59.1,63.0,123.7,0
2,41,1120.0,408.0,174.0,182.0,0.95604396,154.5,96.4,64.8,177.0,89.3,75.5,156.1,59.3,71.1,151.2,118.5,68.4,161.3,13.8,11.8,173.2,0
1,42,1337.5,420.0,207.0,302.0,0.68543047,151.8,51.1,63.3,164.6,135.5,76.9,119.1,8.1,71.1,120.6,170.7,65.4,114.5,58.6,63.0,123.9,0
2,42,1120.0,408.0,176.0,182.0,0.96703297,153.8,96.4,64.5,176.8,89.6,75.8,156.9,60.2,72.2,152.4,117.0,69.8,160.9,13.8,12.0,173.3,0
